cow_i,cow_j,start_ts,end_ts,zone
11,18,1314116,1314715,water_trough
11,18,1314716,1315315,water_trough
11,18,1315316,1315915,water_trough
11,18,1315916,1316515,water_trough
11,18,1316516,1317115,water_trough
11,18,1317116,1317715,water_trough
11,18,1317716,1318315,water_trough
11,18,1318316,1318915,water_trough
11,18,1318916,1319515,water_trough
11,18,1319516,1320115,water_trough
11,18,1320116,1320715,water_trough
11,18,1320716,1321315,water_trough
11,18,1321316,1321915,water_trough
11,18,1321916,1322515,water_trough
11,18,1322516,1323115,water_trough
11,18,1323116,1323715,water_trough
11,18,1323716,1324315,water_trough
11,18,1324316,1324915,water_trough
11,18,1324916,1325515,water_trough
11,18,1325516,1326115,water_trough
11,18,1326116,1326715,water_trough
11,18,1326716,1327315,water_trough
11,18,1327316,1327915,water_trough
11,18,1327916,1328515,water_trough
11,18,1328516,1329115,water_trough
11,18,1329116,1329715,water_trough
11,18,1329716,1330315,water_trough
11,18,1330316,1330915,water_trough
11,18,1330916,1331515,water_trough
11,18,1331516,1332115,water_trough
11,18,1332116,1332715,water_trough
11,18,1332716,1333315,water_trough
11,18,1333316,1333915,water_trough
11,18,1333916,1334515,water_trough
11,18,1334516,1335115,water_trough
11,18,1335116,1335715,water_trough
11,18,1335716,1336315,water_trough
11,18,1336316,1336915,water_trough
11,18,1336916,1337515,water_trough
11,18,1337516,1338115,water_trough
11,18,1338116,1338715,water_trough
11,18,1338716,1339315,water_trough
11,18,1339316,1339915,water_trough
11,18,1339916,1340515,water_trough
11,18,1340516,1341115,water_trough
11,18,1341116,1341715,water_trough
11,18,1341716,1342315,water_trough
11,18,1342316,1342915,water_trough
11,18,1342916,1343515,water_trough
11,18,1343516,1344115,water_trough
11,18,1344116,1344715,water_trough
11,18,1344716,1345315,water_trough
11,18,1345316,1345915,water_trough
11,18,1345916,1346515,water_trough
11,18,1346516,1347115,water_trough
11,18,1347116,1347715,water_trough
11,18,1347716,1348315,water_trough
11,18,1348316,1348915,water_trough
11,18,1348916,1349515,water_trough
11,18,1349516,1350115,water_trough
11,18,1350116,1350715,water_trough
11,18,1350716,1351315,water_trough
11,18,1351316,1351915,water_trough
11,18,1351916,1352515,water_trough
11,18,1352516,1353115,water_trough
11,18,1353116,1353715,water_trough
11,18,1353716,1354315,water_trough
11,18,1354316,1354915,water_trough
11,18,1354916,1355515,water_trough
11,18,1355516,1356115,water_trough
11,18,1356116,1356715,water_trough
11,18,1356716,1357315,water_trough
11,18,1357316,1357915,water_trough
11,18,1357916,1358515,water_trough
11,18,1358516,1359115,water_trough
11,18,1359116,1359715,water_trough
11,18,1359716,1360315,water_trough
11,18,1360316,1360915,water_trough
11,18,1360916,1361515,water_trough
11,18,1361516,1362115,water_trough
11,18,1362116,1362715,water_trough
11,18,1362716,1363315,water_trough
11,18,1363316,1363915,water_trough
11,18,1363916,1364515,water_trough
11,18,1364516,1365115,water_trough
11,18,1365116,1365715,water_trough
11,18,1365716,1366315,water_trough
11,18,1366316,1366915,water_trough
11,18,1366916,1367515,water_trough
11,18,1367516,1368115,water_trough
11,18,1368116,1368715,water_trough
11,18,1368716,1369315,water_trough
11,18,1369316,1369915,water_trough
11,18,1369916,1370515,water_trough
11,18,1370516,1371115,water_trough
11,18,1371116,1371715,water_trough
11,18,1371716,1372315,water_trough
11,18,1372316,1372915,water_trough
11,18,1372916,1373515,water_trough
11,18,1373516,1374115,water_trough
11,18,1374116,1374715,water_trough
11,18,1374716,1375315,water_trough
11,18,1375316,1375915,water_trough
11,18,1375916,1376515,water_trough
11,18,1376516,1377115,water_trough
11,18,1377116,1377715,water_trough
11,18,1377716,1378315,water_trough
11,18,1378316,1378915,water_trough
11,18,1378916,1379515,water_trough
11,18,1379516,1380115,water_trough
11,18,1380116,1380715,water_trough
11,18,1380716,1381315,water_trough
11,18,1381316,1381915,water_trough
11,18,1381916,1382515,water_trough
11,18,1382516,1383115,water_trough
11,18,1383116,1383715,water_trough
11,18,1383716,1384315,water_trough
11,18,1384316,1384915,water_trough
11,18,1384916,1385515,water_trough
11,18,1385516,1386115,water_trough
11,18,1386116,1386715,water_trough
11,18,1386716,1387315,water_trough
11,18,1387316,1387915,water_trough
11,18,1387916,1388515,water_trough
11,18,1388516,1389115,water_trough
11,18,1389116,1389715,water_trough
11,18,1389716,1390315,water_trough
11,18,1390316,1390915,water_trough
11,18,1390916,1391515,water_trough
11,18,1391516,1392115,water_trough
11,18,1392116,1392715,water_trough
11,18,1392716,1393315,water_trough
11,18,1393316,1393915,water_trough
11,18,1393916,1394515,water_trough
11,18,1394516,1395115,water_trough
11,18,1395116,1395715,water_trough
11,18,1395716,1396315,water_trough
11,18,1396316,1396915,water_trough
11,18,1396916,1397515,water_trough
11,18,1397516,1398115,water_trough
11,18,1398116,1398715,water_trough
11,18,1398716,1399315,water_trough
11,18,1399316,1399915,water_trough
11,18,1399916,1400515,water_trough
11,18,1400516,1401115,water_trough
11,18,1401116,1401715,water_trough
11,18,1401716,1402315,water_trough
11,18,1402316,1402915,water_trough
11,18,1402916,1403515,water_trough
11,18,1403516,1404115,water_trough
11,18,1404116,1404715,water_trough
11,18,1404716,1405315,water_trough
11,18,1405316,1405915,water_trough
11,18,1405916,1406515,water_trough
11,18,1406516,1407115,water_trough
11,18,1407116,1407715,water_trough
11,18,1407716,1408315,water_trough
11,18,1408316,1408915,water_trough
11,18,1408916,1409515,water_trough
11,18,1409516,1410115,water_trough
11,18,1410116,1410715,water_trough
11,18,1410716,1411315,water_trough
11,18,1411316,1411915,water_trough
11,18,1411916,1412515,water_trough
11,18,1412516,1413115,water_trough
11,18,1413116,1413715,water_trough
11,18,1413716,1414315,water_trough
11,18,1414316,1414915,water_trough
11,18,1414916,1415515,water_trough
11,18,1415516,1416115,water_trough
11,18,1416116,1416715,water_trough
11,18,1416716,1417315,water_trough
11,18,1417316,1417915,water_trough
11,18,1417916,1418515,water_trough
11,18,1418516,1419115,water_trough
11,18,1419116,1419715,water_trough
11,18,1419716,1420315,water_trough
11,18,1420316,1420915,water_trough
11,18,1420916,1421515,water_trough
11,18,1421516,1422115,water_trough
11,18,1422116,1422715,water_trough
11,18,1422716,1423315,water_trough
11,18,1423316,1423915,water_trough
11,18,1423916,1424515,water_trough
11,18,1424516,1425115,water_trough
11,18,1425116,1425715,water_trough
11,18,1425716,1426315,water_trough
11,18,1426316,1426915,water_trough
11,18,1426916,1427515,water_trough
11,18,1427516,1428115,water_trough
11,18,1428116,1428715,water_trough
11,18,1428716,1429315,water_trough
11,18,1429316,1429915,water_trough
11,18,1429916,1430515,water_trough
11,18,1430516,1431115,water_trough
11,18,1431116,1431715,water_trough
11,18,1431716,1432315,water_trough
11,18,1432316,1432915,water_trough
11,18,1432916,1433515,water_trough
11,18,1433516,1434115,water_trough
11,18,1434116,1434715,water_trough
11,18,1434716,1435315,water_trough
11,18,1435316,1435915,water_trough
11,18,1435916,1436515,water_trough
11,18,1436516,1437115,water_trough
11,18,1437116,1437715,water_trough
11,18,1437716,1438315,water_trough
11,18,1438316,1438915,water_trough
11,18,1438916,1439515,water_trough
11,18,1439516,1440115,water_trough
11,18,1440116,1440715,water_trough
11,18,1440716,1441315,water_trough
11,18,1441316,1441915,water_trough
11,18,1441916,1442515,water_trough
11,18,1442516,1443115,water_trough
11,18,1443116,1443715,water_trough
11,18,1443716,1444315,water_trough
11,18,1444316,1444915,water_trough
11,18,1444916,1445515,water_trough
11,18,1445516,1446115,water_trough
11,18,1446116,1446715,water_trough
11,18,1446716,1447315,water_trough
11,18,1447316,1447915,water_trough
11,18,1447916,1448515,water_trough
11,18,1448516,1449115,water_trough
11,18,1449116,1449715,water_trough
11,18,1449716,1450315,water_trough
11,18,1450316,1450915,water_trough
11,18,1450916,1451515,water_trough
11,18,1451516,1452115,water_trough
11,18,1452116,1452715,water_trough
11,18,1452716,1453315,water_trough
11,18,1453316,1453915,water_trough
11,18,1453916,1454515,water_trough
11,18,1454516,1455115,water_trough
11,18,1455116,1455715,water_trough
11,18,1455716,1456315,water_trough
11,18,1456316,1456915,water_trough
11,18,1456916,1457515,water_trough
11,18,1457516,1458115,water_trough
11,18,1458116,1458715,water_trough
11,18,1458716,1459315,water_trough
11,18,1459316,1459915,water_trough
11,18,1459916,1460515,water_trough
11,18,1460516,1461115,water_trough
11,18,1461116,1461715,water_trough
11,18,1461716,1462315,water_trough
11,18,1462316,1462915,water_trough
11,18,1462916,1463515,water_trough
11,18,1463516,1464115,water_trough
11,18,1464116,1464715,water_trough
11,18,1464716,1465315,water_trough
11,18,1465316,1465915,water_trough
11,18,1465916,1466515,water_trough
11,18,1466516,1467115,water_trough
11,18,1467116,1467715,water_trough
11,18,1467716,1468315,water_trough
11,18,1468316,1468915,water_trough
11,18,1468916,1469515,water_trough
11,18,1469516,1470115,water_trough
11,18,1470116,1470715,water_trough
11,18,1470716,1471315,water_trough
11,18,1471316,1471915,water_trough
11,18,1471916,1472515,water_trough
11,18,1472516,1473115,water_trough
11,18,1473116,1473715,water_trough
11,18,1473716,1474315,water_trough
11,18,1474316,1474915,water_trough
11,18,1474916,1475515,water_trough
11,18,1475516,1476115,water_trough
11,18,1476116,1476715,water_trough
11,18,1476716,1477315,water_trough
11,18,1477316,1477915,water_trough
11,18,1477916,1478515,water_trough
11,18,1478516,1479115,water_trough
11,18,1479116,1479715,water_trough
11,18,1479716,1480315,water_trough
11,18,1480316,1480915,water_trough
11,18,1480916,1481515,water_trough
11,18,1481516,1482115,water_trough
11,18,1482116,1482715,water_trough
11,18,1482716,1483315,water_trough
11,18,1483316,1483915,water_trough
11,18,1483916,1484515,water_trough
11,18,1484516,1485115,water_trough
11,18,1485116,1485715,water_trough
11,18,1485716,1486315,water_trough
11,18,1486316,1486915,water_trough
11,18,1486916,1487515,water_trough
11,18,1487516,1488115,water_trough
11,18,1488116,1488715,water_trough
11,18,1488716,1489315,water_trough
11,18,1489316,1489915,water_trough
11,18,1489916,1490515,water_trough
11,18,1490516,1491115,water_trough
11,18,1491116,1491715,water_trough
11,18,1491716,1492315,water_trough
11,18,1492316,1492915,water_trough
11,18,1492916,1493515,water_trough
11,18,1493516,1494115,water_trough
11,18,1494116,1494715,water_trough
11,18,1494716,1495315,water_trough
11,18,1495316,1495915,water_trough
11,18,1495916,1496515,water_trough
11,18,1496516,1497115,water_trough
11,18,1497116,1497715,water_trough
11,18,1497716,1498315,water_trough
11,18,1498316,1498915,water_trough
11,18,1498916,1499515,water_trough
11,18,1499516,1500115,water_trough
11,18,1500116,1500715,water_trough
11,18,1500716,1501315,water_trough
11,18,1501316,1501915,water_trough
11,18,1501916,1502515,water_trough
11,18,1502516,1503115,water_trough
11,18,1503116,1503715,water_trough
11,18,1503716,1504315,water_trough
11,18,1504316,1504915,water_trough
11,18,1504916,1505515,water_trough
11,18,1505516,1506115,water_trough
11,18,1506116,1506715,water_trough
11,18,1506716,1507315,water_trough
11,18,1507316,1507915,water_trough
11,18,1507916,1508515,water_trough
11,18,1508516,1509115,water_trough
11,18,1509116,1509715,water_trough
11,18,1509716,1510315,water_trough
11,18,1510316,1510915,water_trough
11,18,1510916,1511515,water_trough
11,18,1511516,1512115,water_trough
11,18,1512116,1512715,water_trough
11,18,1512716,1513315,water_trough
11,18,1513316,1513915,water_trough
11,18,1513916,1514515,water_trough
11,18,1514516,1515115,water_trough
11,18,1515116,1515715,water_trough
11,18,1515716,1516315,water_trough
11,18,1516316,1516915,water_trough
11,18,1516916,1517515,water_trough
11,18,1517516,1518115,water_trough
11,18,1518116,1518715,water_trough
11,18,1518716,1519315,water_trough
11,18,1519316,1519915,water_trough
11,18,1519916,1520515,water_trough
11,18,1520516,1521115,water_trough
11,18,1521116,1521715,water_trough
11,18,1521716,1522315,water_trough
11,18,1522316,1522915,water_trough
11,18,1522916,1523515,water_trough
11,18,1523516,1524115,water_trough
11,18,1524116,1524715,water_trough
11,18,1524716,1525315,water_trough
11,18,1525316,1525915,water_trough
11,18,1525916,1526515,water_trough
11,18,1526516,1527115,water_trough
11,18,1527116,1527715,water_trough
11,18,1527716,1528315,water_trough
11,18,1528316,1528915,water_trough
11,18,1528916,1529515,water_trough
11,18,1529516,1530115,water_trough
11,18,1530116,1530715,water_trough
11,18,1530716,1531315,water_trough
11,18,1531316,1531915,water_trough
11,18,1531916,1532515,water_trough
11,18,1532516,1533115,water_trough
11,18,1533116,1533715,water_trough
11,18,1533716,1534315,water_trough
11,18,1534316,1534915,water_trough
11,18,1534916,1535515,water_trough
11,18,1535516,1536115,water_trough
11,18,1536116,1536715,water_trough
11,18,1536716,1537315,water_trough
11,18,1537316,1537915,water_trough
11,18,1537916,1538515,water_trough
11,18,1538516,1539115,water_trough
11,18,1539116,1539715,water_trough
11,18,1539716,1540315,water_trough
11,18,1540316,1540915,water_trough
11,18,1540916,1541515,water_trough
11,18,1541516,1542115,water_trough
11,18,1542116,1542715,water_trough
11,18,1542716,1543315,water_trough
11,18,1543316,1543915,water_trough
11,18,1543916,1544515,water_trough
11,18,1544516,1545115,water_trough
11,18,1545116,1545715,water_trough
11,18,1545716,1546315,water_trough
11,18,1546316,1546915,water_trough
11,18,1546916,1547515,water_trough
11,18,1547516,1548115,water_trough
11,18,1548116,1548715,water_trough
11,18,1548716,1549315,water_trough
11,18,1549316,1549915,water_trough
11,18,1549916,1550515,water_trough
11,18,1550516,1551115,water_trough
11,18,1551116,1551715,water_trough
11,18,1551716,1552315,water_trough
11,18,1552316,1552915,water_trough
11,18,1552916,1553515,water_trough
11,18,1553516,1554115,water_trough
11,18,1554116,1554715,water_trough
11,18,1554716,1555315,water_trough
11,18,1555316,1555915,water_trough
11,18,1555916,1556515,water_trough
11,18,1556516,1557115,water_trough
11,18,1557116,1557715,water_trough
11,18,1557716,1558315,water_trough
11,18,1558316,1558915,water_trough
11,18,1558916,1559515,water_trough
11,18,1559516,1560115,water_trough
11,18,1560116,1560715,water_trough
11,18,1560716,1561315,water_trough
11,18,1561316,1561915,water_trough
11,18,1561916,1562515,water_trough
11,18,1562516,1563115,water_trough
11,18,1563116,1563715,water_trough
11,18,1563716,1564315,water_trough
11,18,1564316,1564915,water_trough
11,18,1564916,1565515,water_trough
11,18,1565516,1566115,water_trough
11,18,1566116,1566715,water_trough
11,18,1566716,1567315,water_trough
11,18,1567316,1567915,water_trough
11,18,1567916,1568515,water_trough
11,18,1568516,1569115,water_trough
11,18,1569116,1569715,water_trough
11,18,1569716,1570315,water_trough
11,18,1570316,1570915,water_trough
11,18,1570916,1571515,water_trough
11,18,1571516,1572115,water_trough
11,18,1572116,1572715,water_trough
11,18,1572716,1573315,water_trough
11,18,1573316,1573915,water_trough
11,18,1573916,1574515,water_trough
11,18,1574516,1575115,water_trough
11,18,1575116,1575715,water_trough
11,18,1575716,1576315,water_trough
11,18,1576316,1576915,water_trough
11,18,1576916,1577515,water_trough
11,18,1577516,1578115,water_trough
11,18,1578116,1578715,water_trough
11,18,1578716,1579315,water_trough
11,18,1579316,1579915,water_trough
11,18,1579916,1580515,water_trough
